client_id,age,job,marital,education,credit_default,mortgage
83,49,university_degree,married,university_degree,False,True
84,38,university_degree,single,university_degree,False,False
85,31,high_school,divorced,high_school,False,False
86,41,basic_6y,married,basic_6y,False,False
87,39,university_degree,married,university_degree,False,True
88,49,basic_9y,married,basic_9y,False,False
89,34,high_school,married,high_school,False,True
90,35,university_degree,married,university_degree,False,True
91,57,,married,,False,True
92,60,,married,,False,False
93,33,basic_9y,married,basic_9y,False,False
94,42,basic_6y,married,basic_6y,False,False
95,45,professional_course,married,professional_course,False,True
96,42,university_degree,married,university_degree,False,False
97,53,university_degree,divorced,university_degree,False,False
98,37,professional_course,single,professional_course,False,False
99,44,basic_6y,married,basic_6y,False,False
100,54,,married,,False,True
101,49,basic_4y,married,basic_4y,False,False
102,54,,married,,False,False
103,52,university_degree,divorced,university_degree,False,False
104,52,university_degree,divorced,university_degree,False,False
105,43,high_school,single,high_school,False,False
106,34,basic_6y,married,basic_6y,False,True
107,35,high_school,married,high_school,False,True
108,42,,married,,False,True
109,43,,married,,False,True
110,60,university_degree,divorced,university_degree,False,False
111,58,basic_4y,married,basic_4y,False,False
112,35,high_school,divorced,high_school,False,True
113,55,basic_9y,married,basic_9y,False,True
114,37,university_degree,married,university_degree,False,False
115,36,high_school,married,high_school,False,False
116,52,university_degree,divorced,university_degree,False,False
117,57,,divorced,,False,True
118,56,,married,,False,True
119,48,basic_4y,divorced,basic_4y,False,True
120,40,high_school,married,high_school,False,True
121,49,high_school,divorced,high_school,False,False
122,41,high_school,married,high_school,False,False
123,45,high_school,married,high_school,False,True
124,32,university_degree,married,university_degree,False,True
125,42,university_degree,married,university_degree,False,False
126,50,basic_6y,married,basic_6y,False,False
127,31,professional_course,divorced,professional_course,False,True
128,56,basic_4y,married,basic_4y,False,True
129,41,professional_course,married,professional_course,False,True
130,37,basic_6y,married,basic_6y,False,True
131,41,professional_course,married,professional_course,False,False
132,35,,married,,False,True
133,37,basic_6y,married,basic_6y,False,True
134,52,university_degree,married,university_degree,False,False
135,39,university_degree,divorced,university_degree,False,False
136,39,basic_4y,married,basic_4y,False,False
137,56,basic_4y,married,basic_4y,False,False
138,34,high_school,married,high_school,False,True
139,45,basic_9y,married,basic_9y,False,True
140,43,university_degree,single,university_degree,False,True
141,56,,married,,False,True
142,39,university_degree,married,university_degree,False,True
143,53,basic_4y,married,basic_4y,False,True
144,38,high_school,divorced,high_school,False,True
145,42,basic_4y,married,basic_4y,False,True
146,42,basic_4y,married,basic_4y,False,False
147,35,high_school,single,high_school,False,True
148,40,university_degree,married,university_degree,False,True
149,51,basic_4y,married,basic_4y,False,True
150,60,basic_9y,married,basic_9y,False,False
151,56,,married,,False,True
152,39,high_school,divorced,high_school,False,True
153,56,,married,,False,False
154,40,,married,,False,True
155,36,basic_9y,married,basic_9y,False,True
156,51,,married,,False,True
157,51,,married,,False,False
158,43,professional_course,single,professional_course,False,True
159,59,high_school,married,high_school,False,False
160,24,university_degree,single,university_degree,False,True
161,37,basic_9y,single,basic_9y,False,True
162,40,basic_9y,married,basic_9y,False,False
163,42,basic_9y,married,basic_9y,False,False
164,39,high_school,divorced,high_school,False,False
165,37,basic_6y,married,basic_6y,False,False
166,38,high_school,married,high_school,False,True
167,56,,divorced,,False,False
168,40,,married,,False,False
169,54,university_degree,divorced,university_degree,False,True
170,43,high_school,married,high_school,False,False
171,36,high_school,married,high_school,False,False
172,45,university_degree,married,university_degree,False,True
173,42,university_degree,single,university_degree,False,False
174,43,high_school,married,high_school,False,False
175,46,basic_9y,married,basic_9y,False,False
176,44,high_school,married,high_school,False,True
177,51,basic_6y,single,basic_6y,False,False
178,28,high_school,married,high_school,False,True
179,37,basic_9y,married,basic_9y,False,False
180,34,high_school,married,high_school,False,False
181,46,basic_6y,married,basic_6y,False,True
182,42,basic_9y,married,basic_9y,False,True
183,36,university_degree,married,university_degree,False,True
184,54,basic_4y,married,basic_4y,False,False
185,57,university_degree,married,university_degree,False,False
186,51,basic_6y,married,basic_6y,False,False
187,54,high_school,married,high_school,False,False
188,49,basic_4y,married,basic_4y,False,False
189,34,university_degree,married,university_degree,False,True
190,41,professional_course,married,professional_course,False,False
191,38,basic_9y,single,basic_9y,False,True
192,45,university_degree,divorced,university_degree,False,False
193,42,university_degree,married,university_degree,False,False
194,34,basic_9y,single,basic_9y,False,True
195,48,basic_4y,married,basic_4y,False,True
196,37,high_school,married,high_school,False,True
197,34,basic_9y,single,basic_9y,False,False
198,40,basic_9y,married,basic_9y,False,True
199,43,basic_6y,married,basic_6y,False,True
200,33,high_school,married,high_school,False,False
201,32,basic_6y,single,basic_6y,False,False
202,39,high_school,married,high_school,False,True
203,43,,married,,False,False
204,44,basic_9y,married,basic_9y,False,True
205,35,university_degree,single,university_degree,False,False
206,35,university_degree,single,university_degree,False,True
207,35,professional_course,married,professional_course,False,False
208,36,basic_4y,single,basic_4y,False,False
209,35,university_degree,single,university_degree,False,True
210,36,basic_9y,single,basic_9y,False,True
211,55,university_degree,divorced,university_degree,False,False
212,59,university_degree,married,university_degree,False,False
213,57,,married,,False,False
214,39,professional_course,married,professional_course,False,True
215,39,basic_4y,married,basic_4y,False,True
216,30,,single,,False,True
217,30,,single,,False,True
218,50,basic_4y,married,basic_4y,False,False
219,40,high_school,married,high_school,False,False
220,35,high_school,married,high_school,False,True
221,43,,married,,False,False
222,36,basic_6y,single,basic_6y,False,True
223,46,basic_4y,married,basic_4y,False,True
224,40,basic_9y,married,basic_9y,False,False
225,58,university_degree,married,university_degree,False,False
226,42,university_degree,married,university_degree,False,False
227,35,university_degree,single,university_degree,False,False
228,43,basic_4y,married,basic_4y,False,False
229,45,basic_4y,married,basic_4y,False,True
230,39,professional_course,married,professional_course,False,True
231,50,professional_course,divorced,professional_course,False,True
232,32,basic_4y,divorced,basic_4y,False,True
233,39,high_school,married,high_school,False,False
234,52,university_degree,married,university_degree,False,False
235,44,professional_course,married,professional_course,False,True
236,56,basic_4y,married,basic_4y,False,False
237,48,high_school,married,high_school,False,False
238,33,high_school,married,high_school,False,False
239,43,university_degree,married,university_degree,False,False
240,57,high_school,married,high_school,False,False
241,36,professional_course,single,professional_course,False,False
242,34,university_degree,married,university_degree,False,True
243,34,basic_9y,single,basic_9y,False,False
244,30,university_degree,married,university_degree,False,False
245,33,,divorced,,False,False
246,32,professional_course,single,professional_course,False,False
247,36,high_school,single,high_school,False,True
248,36,high_school,single,high_school,False,False
249,33,high_school,single,high_school,False,False
250,40,professional_course,divorced,professional_course,False,False
251,41,basic_4y,married,basic_4y,False,True
252,51,basic_6y,married,basic_6y,False,True
253,36,professional_course,married,professional_course,False,True
254,28,,married,,False,False
255,53,high_school,married,high_school,False,True
256,58,basic_9y,married,basic_9y,False,True
257,45,basic_9y,married,basic_9y,False,False
258,43,,married,,False,True
259,33,high_school,married,high_school,False,False
260,33,high_school,married,high_school,False,False
261,27,basic_6y,single,basic_6y,False,False
262,42,high_school,married,high_school,False,False
263,43,basic_9y,divorced,basic_9y,False,False
264,42,university_degree,married,university_degree,False,False
265,27,basic_6y,single,basic_6y,False,False
266,34,university_degree,single,university_degree,False,True
267,31,university_degree,single,university_degree,False,False
268,54,university_degree,divorced,university_degree,False,False
269,40,basic_4y,married,basic_4y,False,False
270,52,high_school,married,high_school,False,True
271,47,university_degree,divorced,university_degree,False,False
272,49,basic_9y,married,basic_9y,False,False
273,32,high_school,single,high_school,False,False
274,49,high_school,single,high_school,False,True
275,50,basic_9y,married,basic_9y,False,False
276,34,high_school,married,high_school,False,False
277,55,basic_4y,married,basic_4y,False,False
278,47,basic_9y,single,basic_9y,False,False
279,51,professional_course,married,professional_course,False,False
280,47,basic_6y,married,basic_6y,False,False
281,56,basic_4y,married,basic_4y,False,True
282,53,basic_9y,married,basic_9y,False,False
283,36,basic_9y,married,basic_9y,False,True
284,42,basic_9y,divorced,basic_9y,False,True
285,44,basic_6y,divorced,basic_6y,False,False
286,39,basic_9y,married,basic_9y,False,True
287,37,high_school,single,high_school,False,True
288,60,,married,,False,True
289,36,high_school,married,high_school,False,False
290,42,university_degree,divorced,university_degree,False,True
291,31,high_school,married,high_school,False,True
292,53,professional_course,divorced,professional_course,False,False
293,45,basic_4y,married,basic_4y,False,True
294,37,professional_course,single,professional_course,False,True
295,47,professional_course,married,professional_course,False,False
296,49,high_school,divorced,high_school,False,False
297,36,university_degree,married,university_degree,False,True
298,35,high_school,divorced,high_school,False,False
299,38,,married,,False,False
300,38,high_school,single,high_school,False,False
301,50,high_school,divorced,high_school,False,False
302,59,professional_course,married,professional_course,False,False
303,43,,married,,False,True
304,42,high_school,married,high_school,False,True
305,40,basic_6y,married,basic_6y,False,True
306,46,,married,,False,False
307,57,basic_4y,divorced,basic_4y,False,True
308,42,university_degree,married,university_degree,False,True
309,41,basic_4y,married,basic_4y,False,True
310,54,university_degree,divorced,university_degree,False,True
311,27,university_degree,single,university_degree,False,False
312,36,high_school,married,high_school,False,False
313,58,professional_course,married,professional_course,False,True
314,40,university_degree,married,university_degree,False,True
315,34,basic_9y,single,basic_9y,False,False
316,33,high_school,divorced,high_school,False,False
317,56,basic_6y,married,basic_6y,False,False
318,42,basic_9y,married,basic_9y,False,False
319,43,high_school,married,high_school,False,True
320,54,basic_9y,single,basic_9y,False,True
321,53,basic_6y,single,basic_6y,False,True
322,42,,single,,False,False
323,40,basic_6y,married,basic_6y,False,False
324,54,professional_course,married,professional_course,False,True
325,40,professional_course,single,professional_course,False,False
326,26,university_degree,single,university_degree,False,True
327,33,high_school,married,high_school,False,False
328,35,basic_9y,married,basic_9y,False,False
329,36,high_school,married,high_school,False,False
330,29,high_school,single,high_school,False,True
331,36,basic_9y,married,basic_9y,False,True
332,35,high_school,married,high_school,False,True
333,50,university_degree,single,university_degree,False,False
334,46,high_school,married,high_school,False,True
335,49,high_school,married,high_school,False,True
336,42,professional_course,single,professional_course,False,True
337,36,high_school,single,high_school,False,True
338,55,basic_9y,married,basic_9y,False,True
339,41,university_degree,married,university_degree,False,False
340,57,professional_course,married,professional_course,False,True
341,32,high_school,single,high_school,False,True
342,49,basic_9y,married,basic_9y,False,False
343,57,,married,,False,True
344,58,basic_4y,divorced,basic_4y,False,True
345,52,high_school,married,high_school,False,True
346,50,professional_course,divorced,professional_course,False,False
347,41,basic_9y,single,basic_9y,False,True
348,33,university_degree,married,university_degree,False,True
349,57,basic_4y,married,basic_4y,False,False
350,48,basic_6y,married,basic_6y,False,False
351,55,professional_course,married,professional_course,False,False
352,38,university_degree,married,university_degree,False,False
353,38,high_school,married,high_school,False,True
354,53,university_degree,married,university_degree,False,True
355,43,university_degree,single,university_degree,False,False
356,36,high_school,single,high_school,False,False
357,32,basic_9y,married,basic_9y,False,False
358,33,basic_4y,married,basic_4y,False,False
359,58,basic_4y,married,basic_4y,False,True
360,40,high_school,divorced,high_school,False,False
361,57,university_degree,married,university_degree,False,True
362,45,high_school,married,high_school,False,True
363,42,basic_4y,married,basic_4y,False,True
364,46,university_degree,married,university_degree,False,True
365,36,university_degree,married,university_degree,False,False
366,41,high_school,married,high_school,False,True
367,57,basic_9y,divorced,basic_9y,False,False
368,49,basic_9y,married,basic_9y,False,True
369,56,high_school,divorced,high_school,False,False
370,37,basic_9y,married,basic_9y,False,False
371,37,basic_9y,married,basic_9y,False,False
372,46,high_school,single,high_school,False,True
373,22,basic_9y,single,basic_9y,False,True
374,43,high_school,married,high_school,False,False
375,49,,married,,False,False
376,41,basic_6y,married,basic_6y,False,True
377,38,university_degree,single,university_degree,False,False
378,33,basic_9y,married,basic_9y,False,False
379,49,university_degree,married,university_degree,False,True
380,30,,single,,False,False
381,33,basic_9y,married,basic_9y,False,True
382,34,university_degree,single,university_degree,False,False
383,30,,single,,False,False
384,59,basic_4y,married,basic_4y,False,True
385,59,basic_4y,married,basic_4y,False,False
386,41,university_degree,married,university_degree,False,False
387,48,basic_6y,married,basic_6y,False,True
388,28,,single,,False,True
389,44,high_school,married,high_school,False,True
390,59,university_degree,unknown,university_degree,False,False
391,50,high_school,married,high_school,False,False
392,35,university_degree,married,university_degree,False,False
393,42,high_school,married,high_school,False,False
394,45,basic_9y,married,basic_9y,False,False
395,36,professional_course,married,professional_course,False,False
396,56,high_school,married,high_school,False,False
397,29,basic_4y,divorced,basic_4y,False,False
398,41,university_degree,married,university_degree,False,True
399,42,basic_9y,married,basic_9y,False,False
400,52,high_school,single,high_school,False,False
401,48,high_school,married,high_school,False,False
402,31,high_school,married,high_school,False,True
403,43,university_degree,married,university_degree,False,True
404,36,basic_4y,married,basic_4y,False,False
405,42,university_degree,married,university_degree,False,True
406,52,basic_6y,divorced,basic_6y,False,False
407,39,high_school,married,high_school,False,True
408,36,high_school,married,high_school,False,False
409,42,basic_9y,married,basic_9y,False,True
410,41,high_school,married,high_school,False,False
411,55,basic_4y,married,basic_4y,False,False
412,30,basic_9y,married,basic_9y,False,False
413,57,basic_4y,unknown,basic_4y,False,False
414,45,basic_4y,married,basic_4y,False,True
415,51,basic_4y,married,basic_4y,False,True
416,39,basic_9y,single,basic_9y,False,True
417,47,high_school,married,high_school,False,False
418,27,high_school,married,high_school,False,True
419,34,university_degree,single,university_degree,False,True
420,57,basic_4y,married,basic_4y,False,True
421,43,basic_4y,married,basic_4y,False,False
422,49,basic_4y,married,basic_4y,False,False
423,39,university_degree,married,university_degree,False,False
424,38,basic_4y,married,basic_4y,False,True
425,49,basic_9y,married,basic_9y,False,False
426,58,basic_6y,married,basic_6y,False,False
427,43,professional_course,married,professional_course,False,True
428,50,,married,,False,True
429,31,high_school,married,high_school,False,False
430,43,university_degree,divorced,university_degree,False,False
431,43,basic_9y,married,basic_9y,False,False
432,30,university_degree,single,university_degree,False,True
433,27,professional_course,single,professional_course,False,True
434,51,,married,,False,False
435,37,professional_course,married,professional_course,False,True
436,46,basic_9y,married,basic_9y,False,True
437,35,professional_course,married,professional_course,False,False
438,47,university_degree,divorced,university_degree,False,False
439,46,,married,,False,True
440,40,professional_course,married,professional_course,False,False
441,26,university_degree,married,university_degree,False,False
442,32,basic_9y,divorced,basic_9y,False,False
443,45,university_degree,married,university_degree,False,True
444,34,basic_9y,married,basic_9y,False,False
445,47,,married,,False,False
446,42,professional_course,married,professional_course,False,False
447,57,basic_4y,married,basic_4y,False,False
448,57,basic_4y,married,basic_4y,False,False
449,38,basic_4y,married,basic_4y,False,False
450,57,basic_4y,married,basic_4y,False,False
451,28,basic_9y,single,basic_9y,False,True
452,60,university_degree,married,university_degree,False,False
453,48,university_degree,married,university_degree,False,True
454,47,professional_course,married,professional_course,False,True
455,40,high_school,married,high_school,False,False
456,51,professional_course,married,professional_course,False,True
457,48,basic_4y,single,basic_4y,False,True
458,54,basic_4y,married,basic_4y,False,False
459,40,basic_6y,married,basic_6y,False,False
460,44,basic_9y,single,basic_9y,False,False
461,42,high_school,divorced,high_school,False,False
462,52,university_degree,married,university_degree,False,True
463,31,basic_9y,single,basic_9y,False,True
464,32,high_school,married,high_school,False,False
465,44,high_school,married,high_school,False,True
466,39,basic_6y,married,basic_6y,False,False
467,57,professional_course,married,professional_course,False,True
468,52,basic_4y,married,basic_4y,False,True
469,42,university_degree,married,university_degree,False,False
470,42,professional_course,single,professional_course,False,False
471,43,professional_course,married,professional_course,False,True
472,31,high_school,divorced,high_school,False,False
473,29,university_degree,married,university_degree,False,True
474,57,basic_4y,divorced,basic_4y,False,False
475,44,basic_9y,married,basic_9y,False,False
476,59,,married,,False,False
477,39,basic_4y,married,basic_4y,False,False
478,57,university_degree,married,university_degree,False,False
479,41,,married,,False,False
480,37,high_school,single,high_school,False,False
481,38,high_school,married,high_school,False,True
482,42,basic_4y,married,basic_4y,False,False
483,49,,married,,False,True
484,54,basic_6y,married,basic_6y,False,True
485,36,university_degree,married,university_degree,False,False
486,32,university_degree,single,university_degree,False,False
487,35,professional_course,married,professional_course,False,True
488,45,professional_course,married,professional_course,False,False
489,56,,married,,False,True
490,34,university_degree,married,university_degree,False,True
491,41,basic_9y,married,basic_9y,False,False
492,41,basic_9y,married,basic_9y,False,False
493,36,basic_9y,married,basic_9y,False,False
494,32,university_degree,single,university_degree,False,False
495,31,high_school,married,high_school,False,False
496,38,professional_course,married,professional_course,False,True
497,35,university_degree,divorced,university_degree,False,True
498,53,professional_course,married,professional_course,False,True
499,51,basic_6y,married,basic_6y,False,True
500,56,university_degree,married,university_degree,False,False
501,33,basic_9y,married,basic_9y,False,False
502,33,basic_9y,married,basic_9y,False,False
503,51,high_school,divorced,high_school,False,True
504,39,high_school,married,high_school,False,True
505,45,university_degree,married,university_degree,False,False
506,40,university_degree,single,university_degree,False,False
507,60,,single,,False,True
508,33,university_degree,married,university_degree,False,True
509,47,high_school,married,high_school,False,True
510,48,basic_4y,married,basic_4y,False,False
511,43,high_school,married,high_school,False,False
512,37,university_degree,married,university_degree,False,True
513,50,basic_9y,married,basic_9y,False,True
514,59,high_school,married,high_school,False,True
515,32,,married,,False,True
516,42,basic_4y,single,basic_4y,False,True
517,52,basic_4y,married,basic_4y,False,False
518,42,,married,,False,False
519,42,,married,,False,False
520,40,basic_9y,married,basic_9y,False,False
521,38,basic_9y,married,basic_9y,False,False
522,39,basic_6y,married,basic_6y,False,True
523,39,basic_6y,married,basic_6y,False,False
524,38,high_school,married,high_school,False,False
525,47,,single,,False,True
526,30,high_school,single,high_school,False,False
527,38,high_school,divorced,high_school,False,True
528,39,university_degree,divorced,university_degree,False,False
529,44,high_school,married,high_school,False,False
530,36,high_school,married,high_school,False,False
531,41,high_school,married,high_school,False,True
532,41,basic_6y,married,basic_6y,False,False
533,35,basic_9y,married,basic_9y,False,False
534,41,high_school,married,high_school,False,False
535,36,high_school,married,high_school,False,False
536,35,high_school,single,high_school,False,True
537,33,basic_4y,single,basic_4y,False,False
538,38,basic_6y,single,basic_6y,False,False
539,33,university_degree,married,university_degree,False,False
540,55,,married,,False,False
541,36,basic_9y,single,basic_9y,False,False
542,57,professional_course,married,professional_course,False,False
543,32,university_degree,single,university_degree,False,True
544,30,high_school,single,high_school,False,True
545,43,professional_course,married,professional_course,False,True
546,46,university_degree,married,university_degree,False,False
547,35,high_school,divorced,high_school,False,False
548,34,university_degree,single,university_degree,False,True
549,50,basic_4y,married,basic_4y,False,False
550,39,university_degree,single,university_degree,False,False
551,39,basic_9y,married,basic_9y,False,False
552,42,basic_6y,married,basic_6y,False,False
553,57,university_degree,married,university_degree,False,True
554,45,basic_4y,married,basic_4y,False,False
555,40,basic_4y,married,basic_4y,False,False
556,42,high_school,married,high_school,False,False
557,40,basic_4y,married,basic_4y,False,False
558,38,basic_4y,single,basic_4y,False,False
559,39,basic_6y,married,basic_6y,False,True
560,41,basic_4y,married,basic_4y,False,False
561,39,basic_6y,married,basic_6y,False,True
562,41,basic_4y,married,basic_4y,False,True
563,45,university_degree,married,university_degree,False,False
564,35,university_degree,divorced,university_degree,False,False
565,35,basic_6y,married,basic_6y,False,True
566,49,high_school,married,high_school,False,False
567,36,,married,,False,False
568,23,university_degree,single,university_degree,False,False
569,43,university_degree,married,university_degree,False,False
570,49,professional_course,married,professional_course,False,False
571,36,professional_course,married,professional_course,False,False
572,51,basic_9y,married,basic_9y,False,True
573,56,basic_4y,married,basic_4y,False,True
574,45,high_school,married,high_school,False,False
575,42,high_school,married,high_school,False,False
576,41,high_school,divorced,high_school,False,False
577,32,high_school,married,high_school,False,False
578,46,university_degree,married,university_degree,False,False
579,37,,married,,False,False
580,53,university_degree,married,university_degree,False,False
581,30,basic_4y,married,basic_4y,False,False
582,45,,married,,False,False
583,24,professional_course,single,professional_course,False,False
584,45,,married,,False,False
585,34,university_degree,single,university_degree,False,False
586,41,university_degree,married,university_degree,False,False
587,59,basic_4y,married,basic_4y,False,True
588,45,basic_4y,married,basic_4y,False,False
589,54,basic_6y,married,basic_6y,False,False
590,32,professional_course,married,professional_course,False,False
591,33,professional_course,married,professional_course,False,True
592,32,university_degree,married,university_degree,False,False
593,34,high_school,single,high_school,False,False
594,46,university_degree,married,university_degree,False,False
595,57,professional_course,married,professional_course,False,True
596,42,basic_9y,married,basic_9y,False,False
597,48,professional_course,married,professional_course,False,True
598,58,university_degree,divorced,university_degree,False,True
599,34,high_school,married,high_school,False,False
600,32,university_degree,single,university_degree,False,True
601,48,basic_9y,married,basic_9y,False,False
602,47,basic_9y,married,basic_9y,False,False
603,31,high_school,married,high_school,False,False
604,32,university_degree,single,university_degree,False,True
605,32,university_degree,single,university_degree,False,False
606,36,high_school,married,high_school,False,False
607,53,basic_4y,married,basic_4y,False,False
608,37,basic_9y,married,basic_9y,False,False
609,50,high_school,married,high_school,False,False
610,46,basic_6y,married,basic_6y,False,True
611,41,high_school,married,high_school,False,False
612,43,basic_4y,single,basic_4y,False,False
613,51,university_degree,married,university_degree,False,True
614,38,university_degree,married,university_degree,False,True
615,41,basic_6y,married,basic_6y,False,True
616,39,high_school,married,high_school,False,False
617,52,basic_4y,married,basic_4y,False,False
618,37,professional_course,married,professional_course,False,True
619,41,basic_9y,married,basic_9y,False,True
620,46,university_degree,divorced,university_degree,False,True
621,47,professional_course,married,professional_course,False,False
622,35,professional_course,married,professional_course,False,False
623,38,high_school,married,high_school,False,False
624,30,,single,,False,True
625,46,basic_9y,married,basic_9y,False,True
626,30,professional_course,married,professional_course,False,False
627,35,basic_4y,single,basic_4y,False,False
628,58,,married,,False,True
629,40,professional_course,married,professional_course,False,False
630,34,university_degree,married,university_degree,False,False
631,30,university_degree,single,university_degree,False,False
632,38,basic_6y,married,basic_6y,False,False
633,55,basic_4y,single,basic_4y,False,False
634,55,university_degree,married,university_degree,False,True
635,45,professional_course,single,professional_course,False,True
636,36,university_degree,married,university_degree,False,True
637,32,university_degree,single,university_degree,False,False
638,35,,married,,False,True
639,55,university_degree,divorced,university_degree,False,True
640,49,basic_4y,married,basic_4y,False,False
641,29,high_school,married,high_school,False,True
642,34,basic_4y,married,basic_4y,False,True
643,54,high_school,married,high_school,False,True
644,36,professional_course,single,professional_course,False,False
645,30,university_degree,single,university_degree,False,True
646,33,university_degree,divorced,university_degree,False,False
647,37,high_school,married,high_school,False,False
648,36,basic_9y,married,basic_9y,False,True
649,33,high_school,married,high_school,False,False
650,32,high_school,married,high_school,False,True
651,32,high_school,married,high_school,False,False
652,50,basic_4y,married,basic_4y,False,True
653,39,basic_9y,married,basic_9y,False,False
654,51,,divorced,,False,True
655,33,high_school,married,high_school,False,False
656,33,basic_4y,married,basic_4y,False,False
657,56,university_degree,married,university_degree,False,False
658,39,university_degree,divorced,university_degree,False,True
659,33,university_degree,single,university_degree,False,False
660,59,basic_4y,divorced,basic_4y,False,False
661,42,,single,,False,True
662,43,high_school,married,high_school,False,False
663,35,university_degree,married,university_degree,False,False
664,46,basic_6y,married,basic_6y,False,True
665,27,basic_9y,married,basic_9y,False,False
666,47,university_degree,divorced,university_degree,False,True
667,31,university_degree,single,university_degree,False,False
668,32,basic_9y,married,basic_9y,False,True
669,54,high_school,married,high_school,False,False
670,56,university_degree,married,university_degree,False,False
671,48,high_school,single,high_school,False,True
672,44,high_school,married,high_school,False,True
673,46,high_school,married,high_school,False,False
674,45,high_school,married,high_school,False,True
675,43,professional_course,married,professional_course,False,False
676,40,high_school,single,high_school,False,False
677,56,university_degree,married,university_degree,False,True
678,47,professional_course,married,professional_course,False,False
679,39,university_degree,divorced,university_degree,False,True
680,48,basic_4y,married,basic_4y,False,False
681,45,professional_course,married,professional_course,False,True
682,36,university_degree,married,university_degree,False,False
683,49,professional_course,married,professional_course,False,True
684,46,high_school,married,high_school,False,False
685,38,basic_9y,married,basic_9y,False,True
686,50,basic_4y,married,basic_4y,False,True
687,27,high_school,single,high_school,False,True
688,40,professional_course,married,professional_course,False,True
689,46,university_degree,married,university_degree,False,True
690,40,university_degree,divorced,university_degree,False,True
691,33,university_degree,single,university_degree,False,False
692,54,high_school,married,high_school,False,True
693,52,basic_4y,married,basic_4y,False,True
694,53,university_degree,married,university_degree,False,True
695,49,high_school,married,high_school,False,False
696,42,basic_4y,married,basic_4y,False,False
697,49,basic_4y,married,basic_4y,False,False
698,40,basic_9y,married,basic_9y,False,False
699,59,university_degree,married,university_degree,False,False
700,51,basic_9y,married,basic_9y,False,True
701,57,basic_6y,married,basic_6y,False,True
702,38,basic_9y,divorced,basic_9y,False,True
703,52,university_degree,married,university_degree,False,False
704,26,basic_9y,single,basic_9y,False,True
705,35,university_degree,married,university_degree,False,True
706,51,university_degree,married,university_degree,False,False
